county,url,check_time,http_status,result,keywords_found,error_detail
Isanti,https://www.co.isanti.mn.us/228/Tax-Forfeited-Property,2026-06-22T15:50:28,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; public auction,
Itasca,https://www.co.itasca.mn.us/616/Tax-Forfeit-Land,2026-06-22T15:50:31,200,sale_found,tax forfeited; forfeited land; public auction; tax forfeit,
Itasca,https://www.co.itasca.mn.us/304/Real-Estate,2026-06-22T15:50:34,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; over-the-counter,
Jackson,https://www.co.jackson.mn.us/auditor,2026-06-22T15:50:37,200,sale_found,tax forfeited; tax forfeit,
Kanabec,https://www.kanabeccounty.org/departments/tax_forfeit_land_sale.php,2026-06-22T15:50:39,200,sale_found,tax forfeited; land sale; forfeited parcels; tax forfeit,
Kandiyohi,https://www.kcmn.us/departments/auditor_treasurer/tax_forfeited_lands_for_sale.php,2026-06-22T15:50:41,200,sale_found,tax forfeited; forfeited land; tax forfeit,
Kittson,https://www.co.kittson.mn.us/government/departments/taxpayer_services.php,2026-06-22T15:50:44,200,sale_found,tax-forfeited; forfeited land; land sale,
Koochiching,https://www.co.koochiching.mn.us/259/Tax-Forfeited-Land-Sales,2026-06-22T15:50:46,200,sale_found,tax forfeited; forfeited land; land sale; over-the-counter; tax forfeit,
Lac qui Parle,https://www.lqpco.com/319/Forfeited-Properties,2026-06-22T15:50:50,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; public auction,
Lake,https://www.co.lake.mn.us/forestry/land-sales/,2026-06-22T15:50:53,200,sale_found,tax-forfeited; forfeited land; land sale; forfeiture sale; forfeited property,
Lake of the Woods,https://www.co.lake-of-the-woods.mn.us/auditor/property-taxes/,2026-06-22T15:50:56,200,sale_found,tax forfeited; land sale; forfeited property; tax forfeit,
Lake of the Woods,https://www.co.lake-of-the-woods.mn.us/community/land-sales/,2026-06-22T15:51:00,200,sale_found,tax-forfeited; forfeited land; land sale; public auction,
Le Sueur,https://www.co.le-sueur.mn.us/DocumentCenter/View/139/Forfeit-Property-for-Sale-PDF,2026-06-22T15:51:03,200,sale_found,tax forfeit,
Le Sueur,https://www.co.le-sueur.mn.us/185/Auditor-Treasurer-Office,2026-06-22T15:51:06,200,sale_found,tax forfeited; forfeited property; tax forfeit,
Lincoln,http://www.co.lincoln.mn.us/Departments/AuditorTreasurer.html,2026-06-22T15:51:09,200,no_sale_found,,
Lyon,https://www.lyonco.org/departments/auditor-treasurer/tax-forfeited-land,2026-06-22T15:51:19,403,error_http_403,,http_403
Mahnomen,https://co.mahnomen.mn.us/taxpayer,2026-06-22T15:51:21,404,error_http_404,,http_404
Marshall,https://www.co.marshall.mn.us/departments/auditor-treasurer/index.php,2026-06-22T15:51:24,200,no_sale_found,,
Martin,https://www.co.martin.mn.us/your_government/departments/auditor_treasurer/tax_forfeited_land.php,2026-06-22T15:51:27,200,sale_found,tax forfeited; tax-forfeited; forfeited land; tax forfeit,
McLeod,https://www.co.mcleod.mn.us/government/auditor-treasurer/tax_forfeited_property.php,2026-06-22T15:51:30,200,sale_found,tax forfeited; forfeited land; land sale; public auction; forfeited property,
Meeker,https://www.co.meeker.mn.us/336/Tax-Forfeit-Property,2026-06-22T15:51:33,200,sale_found,tax forfeited; forfeited property; tax forfeit,
Mille Lacs,https://www.millelacs.mn.gov/2700/Tax-Forfeited-Property,2026-06-22T15:51:36,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; public auction,
Morrison,https://www.co.morrison.mn.us/283/Land,2026-06-22T15:51:38,200,sale_found,tax forfeited; forfeited land; land sale; forfeited parcels; tax forfeit,
Mower,https://www.co.mower.mn.us/191/Tax-Forfeited-Properties-For-Sale,2026-06-22T15:51:41,200,sale_found,tax forfeited; tax-forfeited; forfeited land; public auction; tax forfeit,
Murray,https://www.murray-countymn.com/_T7_R319.php,2026-06-22T15:51:43,404,error_http_404,,http_404
Nicollet,https://www.co.nicollet.mn.us/170/Tax-Forfeited-Properties,2026-06-22T15:51:46,200,sale_found,tax forfeited; forfeited land; forfeiture sale; forfeited property; forfeited parcels,
Nobles,https://www.co.nobles.mn.us/notice-of-public-sale-of-tax-forfeited-lands/,2026-06-22T15:51:49,200,sale_found,tax forfeited; tax-forfeited; forfeited land; public auction; forfeited property,
Norman,https://www.co.norman.mn.us/departments/auditor-treasurer/tax_forfeiture.php,2026-06-22T15:51:52,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; classification sale,
Olmsted,https://www.olmstedcounty.gov/business/business-licensing-permits/sales/tax-forfeited-property#land-auctions__open--121118826,2026-06-22T15:51:55,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; over-the-counter,
Otter Tail,https://ottertailcountymn.us/content-page/tax-forfeited-lands/,2026-06-22T15:51:57,403,error_http_403,,http_403
Pennington,https://co.pennington.mn.us/index.php/services/treasurer,2026-06-22T15:51:59,200,sale_found,tax forfeited; forfeited land; land sale; tax forfeit,
Pine,https://www.co.pine.mn.us/departments/land/tax_forfeited_land_for_sale.php,2026-06-22T15:52:02,200,sale_found,tax forfeited; forfeited land; land sale; over-the-counter; tax forfeit,
Pipestone,https://www.pipestone-county.com/government/departments/assessor/property_tax.php,2026-06-22T15:52:04,200,no_sale_found,,
Polk,https://www.co.polk.mn.us/190/Forfeited-Property-Currently-for-Sale,2026-06-22T15:52:10,200,sale_found,tax-forfeited; forfeited land; forfeited property; tax forfeit,
Polk,https://www.co.polk.mn.us/192/Forfeited-Property-Auctions,2026-06-22T15:52:13,200,sale_found,forfeited property,
Pope,https://pctribune.com/2023/11/notice-of-public-sale-of-tax-forfeited-lands/,2026-06-22T15:52:16,200,sale_found,tax forfeited; tax-forfeited; forfeited land; public auction; tax forfeit,
Ramsey,https://www.ramseycounty.us/residents/property-home/property-sales/tax-forfeited-auctions,2026-06-22T15:52:18,404,error_http_404,,http_404
Ramsey,https://www.ramseycounty.us/residents/property-home/property-sales/tax-forfeited-public-sales,2026-06-22T15:52:21,200,sale_found,tax-forfeited; forfeited land; public auction; forfeited parcels,
Red Lake,https://www.co.red-lake.mn.us/propertytax,2026-06-22T15:52:23,200,needs_manual_review,,Page content too short - may require JavaScript
Redwood,https://redwoodcounty-mn.us/departments/auditor-treasurer/,2026-06-22T15:52:25,200,sale_found,tax forfeited; forfeited property; tax forfeit,
Renville,https://www.renvillecountymn.gov/departments/auditor_tresurer/frequently_asked_questions_about_tax_forfeited_lands.php,2026-06-22T15:52:28,404,error_http_404,,http_404
Rice,https://www.ricecountymn.gov/249/Property-values-and-taxes,2026-06-22T15:52:30,200,no_sale_found,,
Rock,https://www.co.rock.mn.us/index.php,2026-06-22T15:52:33,200,no_sale_found,,
Roseau,https://www.co.roseau.mn.us/government/a_-_e/assessor/index.php,2026-06-22T15:52:44,200,sale_found,tax forfeited; forfeited land; land sale; tax forfeit,
Saint Louis,https://www.stlouiscountymn.gov/departments-a-z/land-minerals/sales-and-contracts/tax-forfeited-land-sales,2026-06-22T15:52:48,200,sale_found,tax-forfeited; forfeited land; land sale; public auction; tax forfeit,
Scott,https://www.scottcountymn.gov/DocumentCenter/View/11302/Tax-Forfeited-Properties-for-Sale,2026-06-22T15:52:51,404,error_http_404,,http_404
Scott,https://www.scottcountymn.gov/1163/Property-Taxation-Services,2026-06-22T15:52:53,200,sale_found,tax forfeited; tax forfeit,
Sherburne,https://www.co.sherburne.mn.us/232/Tax-Forfeited-Parcels,2026-06-22T15:52:55,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; public auction,
Sibley,https://www.co.sibley.mn.us/government/departments/auditor/tax_forfeited_property.php,2026-06-22T15:52:58,404,error_http_404,,http_404
Sibley,https://www.sibleycounty.gov/238/Property-Tax,2026-06-22T15:53:01,200,sale_found,tax forfeit,
Stearns,https://www.stearnscountymn.gov/691/Tax-Forfeited-Property,2026-06-22T15:53:03,200,sale_found,tax-forfeited; forfeited property,
Steele,https://www.co.steele.mn.us/divisions/land_use_and_records/auditor/tax_forfeited_properties_for_sale.php,2026-06-22T15:53:06,200,sale_found,tax forfeited; tax-forfeited; forfeited land; tax forfeit,
Stevens,https://www.co.stevens.mn.us/888/Assessor,2026-06-22T15:53:08,200,sale_found,tax forfeit,
Swift,https://www.swiftcounty.com/?SEC=9AEC2D5E-FE05-4C53-B5C9-5F1C373DF2A1,2026-06-22T15:53:11,404,error_http_404,,http_404
Todd,https://www.co.todd.mn.us/divisions/property-records/auditor-treasurer/#1536095103838-5b7732a8-e005,2026-06-22T15:53:14,,error_timeout,,timeout
Traverse,https://www.co.traverse.mn.us/departments/departments/assessor/,2026-06-22T15:54:52,200,no_sale_found,,
Wabasha,https://www.co.wabasha.mn.us/departments/auditor_treasurer/tax_forfeited_property_sale.php,2026-06-22T15:54:54,200,sale_found,tax forfeited; forfeited property; tax forfeit,
Wadena,http://www.co.wadena.mn.us/322/Tax-Forfeited-Land,2026-06-22T15:54:57,200,sale_found,tax forfeited; forfeited land; tax forfeit,
Waseca,https://www.wasecacounty.gov/103/Assessors-Office,2026-06-22T15:54:59,200,sale_found,auction sale,
Washington,https://www.co.washington.mn.us/1446/Sale-Information,2026-06-22T15:55:02,404,error_http_404,,http_404
Watonwan,https://www.co.watonwan.mn.us/130/Tax-Forfeited-Sale,2026-06-22T15:55:04,200,sale_found,tax forfeited; tax-forfeited; forfeited land; land sale; forfeiture sale,
Wilkin,https://www.co.wilkin.mn.us/auditortreasurer,2026-06-22T15:55:08,200,sale_found,tax forfeit,
Winona,https://www.co.winona.mn.us/179/Forfeited-Tax-Sales,2026-06-22T15:55:10,200,sale_found,land sale; tax forfeit,
Wright,https://www.co.wright.mn.us/191/Tax-Forfeiture,2026-06-22T15:55:13,404,error_http_404,,http_404
Yellow Medicine,https://www.co.ym.mn.gov/index.asp?SEC=D7845C79-6866-43C2-81C3-44B92DBEA6F2,2026-06-22T15:55:16,200,sale_found,tax forfeited; forfeited land; land sale; auction sale; forfeited property,
DNR,https://www.dnr.state.mn.us/lands_minerals/landsale/index.html,2026-06-22T15:55:18,200,sale_found,tax-forfeited; forfeited land; land sale; public auction,
MN DOT,https://www.dot.state.mn.us/row/propsales.html,2026-06-22T15:55:20,200,sale_found,land sale; sealed bid; over-the-counter,
Wisconsin,https://www.wisconsinsurplus.com,2026-06-22T15:55:23,200,no_sale_found,,
